8984	8	Other	Deadly Poison III	11355	Deadly Poison III	Deadly Poison III | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 57 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  135 charges. | Classes: Rogue | Requires Level 46 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 57 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  135 charges.
8985	8	Other	Deadly Poison IV	11356	Deadly Poison IV	Deadly Poison IV | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 73 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  160 charges. | Classes: Rogue | Requires Level 54 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy for 73 Nature damage over 12 sec.  Stacks up to 5 times on a single target.  160 charges.
9030	1	Potions	Restorative Potion	11359	Restoration	Restorative Potion | Use: Removes 1 magic, curse, poison or disease effect on you every 5 seconds for 30 seconds. | Requires Level 32
9036	1	Potions	Magic Resistance Potion	11364	Resistance	Magic Resistance Potion | Use: Increases your resistance to all schools of magic by 50 for 3 min. | Requires Level 32
9088	2	Elixirs	Gift of Arthas	11371	Gift of Arthas	Gift of Arthas | Use: Increases resistance to shadow by 10.  If an enemy strikes the imbiber, the attacker has a 30% chance of being inflicted with disease that increases their damage taken by 8 for 3 min.  Lasts for 30 min. | Requires Level 38
9144	1	Potions	Wildvine Potion	11387	Wildvine Potion	Wildvine Potion | Use: Restores 0 to 1,500 health and 0 to 1,500 mana. | Requires Level 35
9154	2	Elixirs	Draught of Detect Undead	11389	Detect Undead	Draught of Detect Undead | Use: Shows the location of all nearby undead on the minimap for 1 |4hour:hrs;. | Requires Level 36
9155	2	Elixirs	Arcane Elixir	11390	Arcane Elixir	Arcane Elixir | Use: Increases spell damage by up to 20 for 30 min. | Requires Level 37
9172	1	Potions	Invisibility Potion	11392	Invisibility	Invisibility Potion | Use: Gives the imbiber invisibility for 18 sec. (10 |4Min:Min; Cooldown) | Requires Level 37
9179	2	Elixirs	Elixir of Greater Intellect	11396	Greater Intellect	Elixir of Greater Intellect | Use: Increases Intellect by 25 for 1 |4hour:hrs;. | Requires Level 37
9186	8	Other	Mind-numbing Poison III	11399	Mind-numbing Poison III	Mind-numbing Poison III | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 20% chance of poisoning the enemy, increasing their casting time by 60% for 14 sec.  150 charges. | Classes: Rogue | Requires Level 52 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 20% chance of poisoning the enemy, increasing their casting time by 60% for 14 sec.  150 charges.
9187	2	Elixirs	Elixir of Greater Agility	11334	Greater Agility	Elixir of Greater Agility | Use: Increases Agility by 25 for 1 |4hour:hrs;. | Requires Level 38
9197	2	Elixirs	Draught of Dream Vision	11403	Dream Vision	Draught of Dream Vision | Use: Gives you a dream vision that lets you explore areas that are too dangerous to explore in person. | Requires Level 38
9206	2	Elixirs	Elixir of Greater Strength	11405	Greater Strength	Elixir of Greater Strength | Use: Increases your Strength by 25 for 1 |4hour:hrs;. | Requires Level 48
9224	2	Elixirs	Potion of Demon Slaying	11406	Potion of Demon Slaying	Potion of Demon Slaying | Use: Increases Attack Power by 180 against Demons.  Lasts 5 min. (2 |4Min:Min; Cooldown) | Requires Level 40
9232	8	Other	nil	nil	nil	
9233	2	Elixirs	Draught of Detect Demon	11407	Detect Demon	Draught of Detect Demon | Use: Shows the location of all nearby demons on the minimap for 1 |4hour:hrs;. | Requires Level 40
9260	1	Potions	Volatile Rum	11009	Strong Alcohol	Volatile Rum | Use: A strong alcoholic beverage. (10 |4Sec:Sec; Cooldown)
9264	2	Elixirs	Elixir of Shadow Power	11474	Shadow Power	Elixir of Shadow Power | Use: Increases spell shadow damage by up to 40 for 30 min. | Requires Level 40
9311	8	Other	Default Stationery	nil	nil	
9312	8	Other	Blue Firework	11540	Blue Firework	Blue Firework | Use: Shoots a firework into the air that bursts into a thousand blue stars. (1 |4Sec:Sec; Cooldown)
9313	8	Other	Green Firework	11541	Green Firework	Green Firework | Use: Shoots a firework into the air that bursts into a thousand green stars. (1 |4Sec:Sec; Cooldown)
9314	8	Other	Red Streaks Firework	11542	Red Streaks Firework	Red Streaks Firework | Use: Shoots a firework into the air that bursts into red streaks. (1 |4Sec:Sec; Cooldown)
9315	8	Other	Yellow Rose Firework	11544	Yellow Rose Firework	Yellow Rose Firework | Use: Shoots a firework into the air that bursts in a yellow pattern. (1 |4Sec:Sec; Cooldown)
9317	8	Other	Red, White and Blue Firework	11543	Red, White and Blue Firework	Red, White and Blue Firework | Use: Shoots a firework into the air that bursts into red, white and blue stars. (1 |4Sec:Sec; Cooldown)
9318	8	Other	Red Firework	6668	Red Firework	Red Firework | Use: Shoots a firework into the air that bursts into a thousand red stars. (1 |4Sec:Sec; Cooldown)
9319	8	Other	Nimboya's Laden Pike	11547	Drive Nimboya's Laden Pike	Nimboya's Laden Pike | Quest Item | Unique | Use: Place at a Witherbark village. || DESC: Place at a Witherbark village.
9360	5	Food & Drink	Cuergo's Gold	11009	Strong Alcohol	Cuergo's Gold | Unique | Use: A strong alcoholic beverage. (10 |4Sec:Sec; Cooldown)
9361	5	Food & Drink	Cuergo's Gold with Worm	11629	Potent Alcohol	Cuergo's Gold with Worm | Unique | Use: An extremely potent alcoholic beverage. (10 |4Sec:Sec; Cooldown)
9421	8	Other	Major Healthstone	11732	Major Healthstone	Major Healthstone | Conjured Item | Unique | Use: Instantly restores 1,440 life. | Requires Level 48 || DESC: Instantly restores 1,440 life.
9451	5	Food & Drink	Bubbling Water	432	Drink	Bubbling Water | Use: Restores 803 mana over 24 sec.  Must remain seated while drinking. | Requires Level 15
9546	8	Other	Simple Scroll	nil	nil	Simple Scroll | Quest Item | Unique | <This item can be read>
9569	8	Other	Hallowed Scroll	nil	nil	Hallowed Scroll | Quest Item | Unique | <This item can be read>
9681	5	Food & Drink	Grilled King Crawler Legs	1129	Food	Grilled King Crawler Legs | Use: Restores 1,338 health over 30 sec.  Must remain seated while eating. | Requires Level 35
10305	4	Scrolls	Scroll of Protection IV	12175	Armor	Scroll of Protection IV | Use: Increases the target's Armor by 240 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 45
10306	4	Scrolls	Scroll of Spirit IV	12177	Spirit	Scroll of Spirit IV | Use: Increases the target's Spirit by 15 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 45
10307	4	Scrolls	Scroll of Stamina IV	12178	Stamina	Scroll of Stamina IV | Use: Increases the target's Stamina by 16 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 50
10308	4	Scrolls	Scroll of Intellect IV	12176	Intellect	Scroll of Intellect IV | Use: Increases the target's Intellect by 16 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 50
10309	4	Scrolls	Scroll of Agility IV	12174	Agility	Scroll of Agility IV | Use: Increases the target's Agility by 17 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 55
10310	4	Scrolls	Scroll of Strength IV	12179	Strength	Scroll of Strength IV | Use: Increases the target's Strength by 17 for 30 min. (1 |4Sec:Sec; Cooldown) | Requires Level 55
10419	8	Other	nil	nil	nil	
10448	8	Other	nil	nil	nil	
10449	8	Other	nil	nil	nil	
10451	8	Other	nil	nil	nil	
10452	8	Other	nil	nil	nil	
10453	8	Other	nil	nil	nil	
10507	0	Explosives	Solid Dynamite	12419	Solid Dynamite	Solid Dynamite | Requires Engineering (175)
10514	0	Explosives	Mithril Frag Bomb	12421	Mithril Frag Bomb	Mithril Frag Bomb | Requires Engineering (205)
10546	14	Devices	Deadly Scope	12459	Deadly Scope	Deadly Scope | Requires Level 30
10548	14	Devices	Sniper Scope	12460	Sniper Scope	Sniper Scope | Requires Level 40
10562	0	Explosives	Hi-Explosive Bomb	12543	Hi-Explosive Bomb	Hi-Explosive Bomb | Requires Engineering (235)
10580	0	Explosives	nil	nil	nil	
10586	0	Explosives	The Big One	12562	The Big One	The Big One | Requires Engineering (225)
10592	2	Elixirs	Catseye Draught	12608	Stealth Detection	Catseye Draught | Use: Slightly increases your stealth detection for 10 min. | Requires Level 30
10621	8	Other	Runed Scroll	nil	nil	Runed Scroll | Binds when picked up | Unique | This Item Begins a Quest | Requires Level 15
10646	0	Explosives	Goblin Sapper Charge	13241	Goblin Sapper Charge	Goblin Sapper Charge | Requires Engineering (205)
10663	8	Other	Essence of Hakkar	12735	Fill the Egg of Hakkar	Essence of Hakkar | Quest Item | Unique | Use: Use to fill the Egg of Hakkar. || DESC: Use to fill the Egg of Hakkar.
10684	8	Other	Colossal Parachute	12438	Slow Fall	Colossal Parachute | Binds when picked up | Unique | Use: Reduces your fall speed for 10 sec. | Duration: 20 min || DESC: Reduces your fall speed for 10 sec.
10687	8	Other	Empty Vial Labeled #1	12802	Getting Tide Pool Sample #1	Empty Vial Labeled #1 | Binds when picked up | Unique | Use: This container should be filled with water from the first tide pool in Azshara. || DESC: This container should be filled with water from the first tide pool in Azshara.
10688	8	Other	Empty Vial Labeled #2	12805	Getting Tide Pool Sample #2	Empty Vial Labeled #2 | Binds when picked up | Unique | Use: This container should be filled with water from the second tide pool in Azshara. || DESC: This container should be filled with water from the second tide pool in Azshara.
10689	8	Other	Empty Vial Labeled #3	12806	Getting Tide Pool Sample #3	Empty Vial Labeled #3 | Binds when picked up | Unique | Use: This container should be filled with water from the third tide pool in Azshara. || DESC: This container should be filled with water from the third tide pool in Azshara.
10690	8	Other	Empty Vial Labeled #4	12808	Getting Tide Pool Sample #4	Empty Vial Labeled #4 | Binds when picked up | Unique | Use: This container should be filled with water from the fourth tide pool in Azshara. || DESC: This container should be filled with water from the fourth tide pool in Azshara.
10719	14	Devices	Mobile Alarm	4074	Explosive Sheep	Mobile Alarm | Use: Summons an Explosive Sheep which will charge at a nearby enemy and explode for 137 to 169 damage. Lasts for 3 min or until it explodes. | Requires Engineering (205)
10830	8	Other	M73 Frag Grenade	13808	M73 Frag Grenade	M73 Frag Grenade | Binds when picked up | Use: Inflicts 151 to 206 Fire damage and stuns targets in a 10 yard radius for 3 sec.  Any damage will break the effect. || DESC: Inflicts 151 to 206 Fire damage and stuns targets in a 10 yard radius for 3 sec.  Any damage will break the effect.
10841	5	Food & Drink	Goldthorn Tea	1249906	Nutritious Drink	Goldthorn Tea | Use: Restores 1,292 mana over 27 sec.  Must remain seated while drinking. If you spend at least 10 seconds drinking you will become well fed and gain 15 Herbalism skill for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 25
10918	8	Other	Wound Poison	13219	Wound Poison	Wound Poison | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 67 for 15 sec.  Stacks up to 5 times on a single target.  90 charges. | Classes: Rogue | Requires Level 32 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 67 for 15 sec.  Stacks up to 5 times on a single target.  90 charges.
10920	8	Other	Wound Poison II	13225	Wound Poison	Wound Poison II | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 92 for 15 sec.  Stacks up to 5 times on a single target.  115 charges. | Classes: Rogue | Requires Level 40 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 92 for 15 sec.  Stacks up to 5 times on a single target.  115 charges.
10921	8	Other	Wound Poison III	13226	Wound Poison	Wound Poison III | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 128 for 15 sec.  Stacks up to 5 times on a single target.  135 charges. | Classes: Rogue | Requires Level 48 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 128 for 15 sec.  Stacks up to 5 times on a single target.  135 charges.
10922	8	Other	Wound Poison IV	13227	Wound Poison	Wound Poison IV | Use: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 165 for 15 sec.  Stacks up to 5 times on a single target.  160 charges. | Classes: Rogue | Requires Level 56 || DESC: Coats a weapon with poison that lasts for 30 minutes.  Each strike has a 30% chance of poisoning the enemy, reducing all healing effects used on them by 165 for 15 sec.  Stacks up to 5 times on a single target.  160 charges.
11109	5	Food & Drink	Special Chicken Feed	7737	Food	Special Chicken Feed | Use: Restores 28 health over 15 sec.  Must remain seated while eating.
11148	8	Other	Samophlange Manual Page	14199	Create Samophlange Manual	Samophlange Manual Page | Quest Item | Use: Join the cover and 5 pages to create the Samophlange Manual. || DESC: Join the cover and 5 pages to create the Samophlange Manual.
11182	8	Other	nil	nil	nil	
11183	8	Other	nil	nil	nil	
11325	8	Other	Dark Iron Ale Mug	14814	Throw Dark Iron Ale	Dark Iron Ale Mug | Use: Throw near a patron of the Grim Guzzler (1 |4Sec:Sec; Cooldown)
11405	8	Other	Giant Silver Vein	nil	nil	Giant Silver Vein | Quest Item
11413	8	Other	Nagmara's Filled Vial	nil	nil	Nagmara's Filled Vial | Quest Item
11415	5	Food & Drink	Mixed Berries	1131	Food	Mixed Berries | Use: Restores 2,065 health over 30 sec.  Must remain seated while eating. | Requires Level 45
11443	8	Other	Deprecated Grim Guzzler Boar	nil	nil	
11444	5	Food & Drink	Grim Guzzler Boar	1131	Food	Grim Guzzler Boar | Use: Restores 2,065 health over 30 sec.  Must remain seated while eating. | Requires Level 45
11584	5	Food & Drink	Cactus Apple Surprise	5004	Food	Cactus Apple Surprise | Use: Restores 58 health over 18 sec.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain 2 Stamina and Spirit for 15 min.
11590	14	Devices	Mechanical Repair Kit	15057	Mechanical Patch Kit	Mechanical Repair Kit | Requires Engineering (200)
11616	8	Other	DEBUG Samophlange Manual Page	nil	nil	DEBUG Samophlange Manual Page | Quest Item
11825	14	Devices	Pet Bombling	55884	Learning	Pet Bombling | Use: Teaches you how to summon this companion.
11826	14	Devices	Lil' Smoky	55884	Learning	Lil' Smoky | Use: Teaches you how to summon this companion.
11846	5	Food & Drink	Wizbang's Special Brew	11008	Standard Alcohol	Wizbang's Special Brew | Use: A typical alcoholic beverage. (10 |4Sec:Sec; Cooldown)
11914	8	Other	Empty Cursed Ooze Jar	15698	Filling Empty Jar	Empty Cursed Ooze Jar | Binds when picked up | Use: Fills an Empty Cursed Ooze Jar with a sample of Cursed Ooze. WARNING! Will likely destroy the creature's body. || DESC: Fills an Empty Cursed Ooze Jar with a sample of Cursed Ooze. WARNING! Will likely destroy the creature's body.
11948	8	Other	Empty Tainted Ooze Jar	15699	Filling Empty Jar	Empty Tainted Ooze Jar | Binds when picked up | Use: Fills an Empty Tainted Ooze Jar with a sample of Tainted Ooze. WARNING! Will likely destroy the creature's body. || DESC: Fills an Empty Tainted Ooze Jar with a sample of Tainted Ooze. WARNING! Will likely destroy the creature's body.
11950	8	Other	Windblossom Berries	26030	Windblossom Berries	Windblossom Berries | Binds when picked up | Use: Restores 1,858 health over 27 sec.   Must remain seated while eating.   Also increases your Stamina by 10 for 10 min. | Requires Level 45 || DESC: Restores 1,858 health over 27 sec.   Must remain seated while eating.   Also increases your Stamina by 10 for 10 min.
11951	5	Food & Drink	Whipper Root Tuber	15700	Whipper Root Tuber	Whipper Root Tuber | Binds when picked up | Use: Restores 700 to 900 health. | Requires Level 45
11952	8	Other	Night Dragon's Breath	15701	Night Dragon's Breath	Night Dragon's Breath | Binds when picked up | Use: Restores 394 to 456 mana and 394 to 456 health. | Requires Level 45 || DESC: Restores 394 to 456 mana and 394 to 456 health.
11953	8	Other	Empty Pure Sample Jar	15702	Filling Empty Jar	Empty Pure Sample Jar | Binds when picked up | Use: Fills an Empty Pure Sample Jar with a sample of pure ooze. WARNING! Will likely destroy the creature's body. || DESC: Fills an Empty Pure Sample Jar with a sample of pure ooze. WARNING! Will likely destroy the creature's body.
12003	5	Food & Drink	Dark Dwarven Lager	11629	Potent Alcohol	Dark Dwarven Lager | Use: An extremely potent alcoholic beverage. (10 |4Sec:Sec; Cooldown)
12190	1	Potions	Dreamless Sleep Potion	15822	Dreamless Sleep	Dreamless Sleep Potion | Use: Puts the imbiber in a dreamless sleep for 12 sec.  During that time the imbiber heals 1200 health and 1200 mana. | Requires Level 35
12209	5	Food & Drink	Lean Wolf Steak	1248387	Nutritious Food	Lean Wolf Steak | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
12210	5	Food & Drink	Roast Raptor	1248388	Nutritious Food	Roast Raptor | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
12211	5	Food & Drink	nil	nil	nil	
12212	5	Food & Drink	Jungle Stew	1248395	Nutritious Food	Jungle Stew | Use: Restores 1,338 health over 30 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 15 Agility for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 35
12213	5	Food & Drink	Carrion Surprise	1248381	Nutritious Food	Carrion Surprise | Use: Restores 234 health over 21 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 3 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. | Requires Level 5
12214	5	Food & Drink	Mystery Stew	1248386	Nutritious Food	Mystery Stew | Use: Restores 530 health over 24 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 5 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 15
12215	5	Food & Drink	Heavy Kodo Stew	1248390	Nutritious Food	Heavy Kodo Stew | Use: Restores 841 health over 27 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 10 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 25
12216	5	Food & Drink	Spiced Chili Crab	1248392	Nutritious Food	Spiced Chili Crab | Use: Restores 841 health over 27 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 10 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 25
12217	5	Food & Drink	Dragonbreath Chili	15852	Dragonbreath Chili	Dragonbreath Chili | Use: Occasionally belch flame at enemies struck in melee for the next 10 min. | Requires Level 25
12218	5	Food & Drink	Monster Omelet	1248394	Nutritious Food	Monster Omelet | Use: Restores 1,338 health over 30 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 15 Stamina for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown) | Requires Level 35
12224	5	Food & Drink	Crispy Bat Wing	1248379	Nutritious Food	Crispy Bat Wing | Use: Restores 58 health over 18 sec.  Must remain seated while eating. If you spend at least 10 seconds eating you will become well fed and gain 1 Intellect for 15 min. Additionally, experience gained from kills is increased by 5%. (1 |4Sec:Sec; Cooldown)
12238	5	Food & Drink	Darkshore Grouper	434	Food	Darkshore Grouper | Use: Restores 234 health over 21 sec.  Must remain seated while eating. | Requires Level 5
12246	8	Other	nil	nil	nil	
12385	8	Other	test	nil	nil	test | Legs | "test"
12404	8	Other	Dense Sharpening Stone	16138	Sharpen Blade V	Dense Sharpening Stone | Use: Increase sharp weapon damage by 8 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 35 || DESC: Increase sharp weapon damage by 8 for 30 minutes.
12439	8	Other	nil	nil	nil	
12440	8	Other	Magic Knucklebone (DND)	16195	Create Knucklebone Pouch	Magic Knucklebone (DND) | Use: Place 7 Magic Knucklebones in the Charm Pouch to create a Knucklebone Pouch.
12441	8	Other	nil	nil	nil	
12526	8	Other	TEST Challenge to Urok	16447	Spawn Challenge to Urok	TEST Challenge to Urok | Unique | Use: At Urok's Tribute Pile, combine Omokk's Head with the Roughshod Pike. || DESC: At Urok's Tribute Pile, combine Omokk's Head with the Roughshod Pike.
12533	8	Other	Roughshod Pike	nil	nil	Roughshod Pike | Binds when picked up | Unique
12586	8	Other	Immature Venom Sac	16537	Immature Venom Sac	Immature Venom Sac | Use: Cures 1 poison effect. | Duration: 60 min | "Protects the brood against Mother's Milk. Efficacy decays over time." || DESC: Cures 1 poison effect.
12643	8	Other	Dense Weightstone	16622	Enhance Blunt Weapon V	Dense Weightstone | Use: Increase the damage of a blunt weapon by 8 for 30 minutes. (1 |4Sec:Sec; Cooldown) | Requires Level 35 || DESC: Increase the damage of a blunt weapon by 8 for 30 minutes.
12645	6	Permanent	Thorium Shield Spike	16623	Thorium Shield Spike	Thorium Shield Spike | Requires Blacksmithing (250)
12650	8	Other	Attuned Dampener	16629	Attuned Dampener	Attuned Dampener | Binds when picked up | Use: Inflict 535 to 689 arcane damage on the attuned target, and lower the damage it deals by 25%. (1 |4Min:Min; Cooldown) | "This object has been attuned to work against a specific being." || DESC: Inflict 535 to 689 arcane damage on the attuned target, and lower the damage it deals by 25%.
12712	8	Other	Warosh's Mojo	nil	nil	Warosh's Mojo | Quest Item
12729	8	Other	nil	nil	nil	
12763	5	Food & Drink	Un'Goro Etherfruit	1131	Food	Un'Goro Etherfruit | Use: Restores 2,065 health over 30 sec.  Must remain seated while eating. | Requires Level 45
12820	2	Elixirs	Winterfall Firewater	17038	Winterfall Firewater	Winterfall Firewater | Use: Increases your melee attack power by 35 and size for 20 min. (1 |4Min:Min; Cooldown) | Requires Level 45
12884	8	Other	Arnak's Hoof	nil	nil	Arnak's Hoof | Quest Item
12885	8	Other	Pamela's Doll	nil	nil	Pamela's Doll | Quest Item
12886	8	Other	Pamela's Doll's Head	17133	Create Pamela's Doll	Pamela's Doll's Head | Quest Item | Use: Attach the pieces into a whole. || DESC: Attach the pieces into a whole.
12894	8	Other	Joseph's Wedding Ring	nil	nil	Joseph's Wedding Ring | Quest Item
12922	8	Other	Empty Canteen	17161	Taking Moon Well Sample	Empty Canteen | Binds when picked up | Unique | Use: This container should be filled with water from the corrupt moon well in Jaedenar. || DESC: This container should be filled with water from the corrupt moon well in Jaedenar.
12924	8	Other	Ritual Candle	nil	nil	Ritual Candle | Binds when picked up | Unique (5) | "A ritual candle from the depths of Jaedenar, new home of the Shadow Council."
13149	8	Other	Eldarathian Tome of Summoning Vol. 1	nil	nil	Eldarathian Tome of Summoning Vol. 1 | Binds when picked up | Unique
13151	8	Other	The Mystic Studies of Hor'ank	nil	nil	The Mystic Studies of Hor'ank | Binds when picked up | Unique
13152	8	Other	The Story With No Conclusion	nil	nil	The Story With No Conclusion | Binds when picked up | Unique
13153	8	Other	Tome of Mal'cin Vorail	nil	nil	Tome of Mal'cin Vorail | Binds when picked up | Unique
13154	8	Other	Jael'marin's Studies of the Arcane	nil	nil	Jael'marin's Studies of the Arcane | Binds when picked up | Unique
13155	8	Other	Resonating Skull	nil	nil	Resonating Skull | Quest Item
13156	8	Other	Mystic Crystal	17271	Test Fetid Skull	Mystic Crystal | Quest Item | Use: Wave over a Fetid skull to test its resonance. (1 |4Sec:Sec; Cooldown) || DESC: Wave over a Fetid skull to test its resonance.
13294	8	Other	nil	nil	nil	
13367	8	Other	Wrapped Gift	nil	nil	
13442	1	Potions	Mighty Rage Potion	17528	Mighty Rage	Mighty Rage Potion | Use: Increases Rage by 45 to 75 and increases Strength by 60 for 20 sec. | Classes: Warrior, Druid | Requires Level 46
13443	1	Potions	Superior Mana Potion	17530	Restore Mana	Superior Mana Potion | Use: Restores 900 to 1,500 mana. | Requires Level 41
13444	1	Potions	Major Mana Potion	17531	Restore Mana	Major Mana Potion | Use: Restores 1,350 to 2,250 mana. | Requires Level 49
13445	2	Elixirs	Elixir of Greater Defense	11348	Greater Armor	Elixir of Greater Defense | Use: Increases armor by 450 for 1 |4hour:hrs;. | Requires Level 43
13446	1	Potions	Major Healing Potion	17534	Healing Potion	Major Healing Potion | Use: Restores 1,050 to 1,750 health. | Requires Level 45
13447	2	Elixirs	Elixir of the Sages	17535	Elixir of the Sages	Elixir of the Sages | Use: Increases Intellect and Spirit by 18 for 1 |4hour:hrs;. | Requires Level 38
13452	2	Elixirs	Elixir of the Mongoose	17538	Elixir of the Mongoose	Elixir of the Mongoose | Use: Increases Agility by 25 and chance to get a critical hit by 2%. Lasts for 30 min. | Requires Level 46
13453	2	Elixirs	Elixir of Brute Force	17537	Elixir of Brute Force	Elixir of Brute Force | Use: Increases Strength and Stamina by 18 for 1 |4hour:hrs;. | Requires Level 45
13454	2	Elixirs	Greater Arcane Elixir	17539	Greater Arcane Elixir	Greater Arcane Elixir | Use: Increases spell damage by up to 35 for 1 |4hour:hrs;. | Requires Level 47
13455	1	Potions	Greater Stoneshield Potion	17540	Greater Stoneshield	Greater Stoneshield Potion | Use: Increases armor by 2,000 for 2 min. | Requires Level 46
13456	1	Potions	Greater Frost Protection Potion	17544	Frost Protection	Greater Frost Protection Potion | Use: Absorbs 1,950 to 3,250 frost damage.  Lasts 2 min. | Requires Level 48
13457	1	Potions	Greater Fire Protection Potion	17543	Fire Protection	Greater Fire Protection Potion | Use: Absorbs 1,950 to 3,250 fire damage.  Lasts 2 min. | Requires Level 48
13458	1	Potions	Greater Nature Protection Potion	17546	Nature Protection	Greater Nature Protection Potion | Use: Absorbs 1,950 to 3,250 nature damage.  Lasts 2 min. | Requires Level 48
13459	1	Potions	Greater Shadow Protection Potion	17548	Shadow Protection	Greater Shadow Protection Potion | Use: Absorbs 1,950 to 3,250 shadow damage.  Lasts 2 min. | Requires Level 48
13460	1	Potions	Greater Holy Protection Potion	17545	Holy Protection	Greater Holy Protection Potion | Use: Absorbs 1,950 to 3,250 holy damage.  Lasts 2 min. | Requires Level 48
13461	1	Potions	Greater Arcane Protection Potion	17549	Arcane Protection	Greater Arcane Protection Potion | Use: Absorbs 1,950 to 3,250 arcane damage.  Lasts 2 min. | Requires Level 48
13462	1	Potions	Purification Potion	17550	Purification	Purification Potion | Use: Attempts to remove one Curse or Bane, one Disease and one Poison from the Imbiber. | Requires Level 47
13506	3	Flasks	Flask of Petrification	17624	Petrification	Flask of Petrification | Use: You turn to stone, protecting you from all physical attacks and spells for 1 min, but during that time you cannot attack, move or cast spells. You can only have the effect of one flask at a time. | Requires Level 50
13508	8	Other	nil	nil	nil	
13509	8	Other	Clutch of Foresight	29443	Counterspell	Clutch of Foresight | Binds when picked up | Unique | Use: Counters the enemy's spellcast, preventing any spell from that school of magic from being cast for 10 sec.  Generates a high amount of threat. | Requires Level 55 || DESC: Counters the enemy's spellcast, preventing any spell from that school of magic from being cast for 10 sec.  Generates a high amount of threat.
13510	3	Flasks	Flask of the Titans	17626	Flask of the Titans	Flask of the Titans | Use: Increases the player's maximum health by 1,200 for 2 |4hour:hrs;. You can only have the effect of one flask at a time. This effect persists through death. | Requires Level 50
13511	3	Flasks	Flask of Distilled Wisdom	17627	Distilled Wisdom	Flask of Distilled Wisdom | Use: Increases the player's maximum Mana by 2,000 for 2 |4hour:hrs;. You can only have the effect of one flask at a time. This effect persists through death. | Requires Level 50
13512	3	Flasks	Flask of Supreme Power	17628	Supreme Power	Flask of Supreme Power | Use: Increases damage done by magical spells and effects by up to 150 for 2 |4hour:hrs;. You can only have the effect of one flask at a time. This effect persists through death. | Requires Level 50
